,muc_id,location,date,text
402,DEV-MUC3-0403,BOGOTA,1989-08-30,"The police reported that Cattleman Liberto Gutierrez Marquez, the alleged front man of the Medellin cartel and brother of a former Colombian Attorney General, was found murdered today approximately 500 km northwest of Bogota . The source said that Liberto Gutierrez had recently disappeared and apparently had been kidnapped by Maoist people's liberation Army guerrillas, but this was not confirmed . Gutierrez' corpse was found today in Ayapel municipality, Cordoba Department, approximately 500 km northwest of Bogota, but the date of his death is not known . Liberto Gutierrez owned a farm next to the now confiscated Napoles farm, which belonged to Pablo Escobar Gaviria, considered the Medellin cartel leader . Gutierrez' farm, located in Puerto Triunfo, a zone in Magdalena Medio, Antioquia Department, had a landing strip in which a``Turbocommander 2000""-- stolen by drug traffickers from a Colombian Air Force base in Bogota--had landed on 2 March 1988 . Fac fighter planes chased the thieves up to Liberdo Gutierrez' farm and bombed both the aircraft and the landing strip, as well as the Napoles farm, killing a Cook who worked in Escobar's house . as a result of the incident it was discovered that the owner of the farm and landing strip used by the drug traffickers was also the brother of Alfredo Gutierrez, who was appointed Attorney General of Colombia following the murder of Carlos Mauro Hoyos on 25 January 1988 . because of the suspicion that his brother was a front man for Pablo Escobar, attorney general Alfredo Gutierrez resigned on 28 March 1988 , 2 months after assuming his post . The Attorney General's resignation occurred during a general offensive in Medellin against drug traffickers, following Hoyos' murder, during which farms were raided and arsenals and documents confiscated."
403,DEV-MUC3-0404,MADRID ,1989-08-31,"We now have some statements made exclusively to Madrid radio by a former member of the Chilean secret police . Jose Manuel Martin Medem reports: the exiles from Chile, Argentina, and Uruguay repeatedly stated that while there were military Dictatorships in their countries, the armed forces of the Southern half of Latin America acted Jointlly, without respecting borders, in repression . In this way, they were able to Kidnap an exile from where he had taken refuge and make him return to the country of origin, where many were tortured and murdered . Our colleague, Javier Gonzalez, has now managed a witness report that CONFIRMS these accusations . a former member of Dina, the Chilean secret service under Pinochet, has asked requested political asylum in Spain . He is Juan Jose Soto Vargas, who worked in the Dina citizens' intelligence Brigade . He has turned away from the regime, although he maintained his ideological stance . Soto Vargas, a doctor by profession and a pastor of an evangelical church, has made exclusive statements to Madrid radio in which he CONFIRMS police cooperation between the region's military governments during the period of state terrorism . We, in the Chilean embassy, worked with the Argentine Federal police and with the Argentine armed forces in the fight against subversion in 1976 and shortly before Isabel Martinez de Peron left power . We also worked jointly with the security forces of Uraguay, Paraguay, and Brazil . I worked in the Chilean embassy in Brazil with the agreement of the National information service of the Brazilian central agency . Well, relations were the best and this was simply because the South American Armed Forces, at to install itself in South America or to impose itself through guerrilla tactics and violence . Soto Vargas has already requested political asylum in other European countries, which he has had to leave for different reasons . He says that he did not torture or kill anyone and that things like this did not happen in Chile . However, he admits that general Carlos Prats, the head of the Army under President Allende, was assassinated in Buenos Aires under orders of the Pinochet government . There is proof, even judicial proof, that there was participation by High-Ranking members of the Chilean Army who were ordered to carry out assassinations . for example, when I worked in the military section of the Chilean embassy in Argentina, Gen Victor Hugo Barriera Barriera of the Army intelligence service an there was talk in the Chilean embassy that the Chilean High-Ranking officer had ordered the physical extermination of Prats."
404,DEV-MUC3-0405,BOGOTA,1989-08-31,"Colombian authorities have arrested two men suspected of being involved in the murder of Colombian liberal party candidate Luis Carlos Galan: Alvaro Delgado and Jorge Andres Canaveral . The suspects were accompanied by two women whose names have not yet been released . The authorities stated that Jorge Andres Canaveral appears wearing a hat and holding a sign during the Soacha demonstration, during which political leader Galan was killed . The authorities said that the other individual was carrying forged papers and was born in La Victoria, Valle Department . He was carrying a forged passport under the name of Juan Carlos Gonzalez Mesa, born in CALI . names but born in . The second individual said he is a 26-year-old Bank employee . He was arrested when leaving El Conquistador building."
405,DEV-MUC3-0406,PARIS ,1989-08-31,"The 12 European Economic Community member states Thursday condemned the recent series of political assassinations in Colombia and expressed support for Bogota's efforts to combat the country's drug Lords . in a statement released here by the French Foreign Ministry, the EEC spoke out against the killings,``in particular the murder of Senator Luis Carlos Galan Sarmiento .""the 12 States``deeply deplore the loss of a man who fought for freedom, peace and development in Colombia ,""the statement said . Senator Galan was killed August 18 while attending an election rally in a Bogota suburb . the 12 also expressed the EEC's backing for Colombian moves to step up struggle against the country's drug traffickers and said they were``convinced that the strengthening of its democratic institutions will enable Colombia to overcome the present difficulties . ''"
406,DEV-MUC3-0407,BOGOTA,1989-08-31,"There has been another attack in Medellin, the third in less than 24 hours . According to authorities, the target was the Pintuco paint factory located in San Diego, Southern Medellin . There are two differing reports on the attack . The first one States that a rocket was launched from the mountains . According to witnesses, the rocket hit a car dealership Billboard, which diverted the rocket, causing it to hit the factory's outer wall . Other reports say that the blast was caused by a bomb set in an ice cream cart left in front of the building . four people were injured in the blast and have been taken to the hospital . Several buildings were damaged, as were the windows, roofs, and facades of several car dealerships . Pintuco factory firemen are now clearing up the rubble and broken windows . The police and the Army are conducting investigations."
407,DEV-MUC3-0408,LIMA,1989-08-31,"Interior Minister Agustin Mantilla today categorically denied that members of the Medellin cartel have entered Peru . He reiterated that the border with Colombia was closed as a security measure . He added that the national police are coordinating actions with Colombian police and with the Garrisons that guard the border towns to prevent drug traffickers of the Medellin cartel from entering Peru . Minister Mantilla made these comments at the police headquarters, where the 8th anniversary of the creation of the police bomb squad was celebrated."
408,DEV-MUC3-0409,RIO DE JANEIRO ,1989-08-31,"Tabatinga--in Tabatinga , 1,700 km from Manaus, police, with the support of the Brazilian Army and the Southern unified command (east of Colombia, yesterday began an offensive against the drug traffickers of the Medellin and CALI cartels . Romeu Tuma, director general of the Federal police Department, planned the police action in a meeting with General Augusto Rodrigues Arango of the Southern unified command and Colonel Luis Fernando Guzman Vasquez of Army headquarters in Leticia, Colombia . Tuma said that the drug traffickers left Medellin and CALI in small airplanes, probably with false documents, to go to Manaus, where they would prepare to leave for Europe and the United States . all the hotels of Manaus are under strict surveillance . The first attempts by the drug traffickers to enter Brazil were discovered when the police found three imported cars . The cars, which are luxury models made in the United States and Japan, are included in a list of 26 cars sent to the Federal police by the Colombian justice Ministry . The cars were left by an unidentified Colombian at a car wash in Tabatinga . as the cars were not picked up by their owners for several days, the owner of the car wash removed the cars's tires and called the Federal police, who took the cars to police facilities yesterday . Tuma believes that the drug traffickers were planning to stay in Brazil after the murder of several Colombian officials, but in the face of the offensive mounted by President Virgilio Barco, they decided to move on . Tuma already has the warrant for the arrest of 12 members of the Medellin and CALI cartels from the Colombian justice Ministry . General Rodrigues Arango said that the Brazilian border with Colombia is well guarded by Brazilian Army troops."
409,DEV-MUC3-0410,BOGOTA,1989-08-31,"Two unsuccessful attacks were perpetrated in Medellin last evening shortly before the Curfew was enforced . One attack was aimed at the Ecopetrol fuel storage tanks and the other against the country club . However, the Curfew resulted in a miracle last night: not a single person was killed in Medellin . The decrease in public transportation including buses, Jitneys, and even private vehicles began around 2100 . people living in Medellin and Itagui rode clinging to the vehicles' doors in clusters in order to get home on time and avoid arrest by the authorities."
410,DEV-MUC3-0411,SAN SALVADOR,1989-08-29,"Ricaldone Institute director father Giusseppe Coro protested today the murder of a young mechanics student and later attempts to involve the Institute in illegal activities in this country, which is at war . The Ricaldone Insitute is one of several important schools run by Salesian priests in El Salvador . father Coro stated during a news conference that student Miguel Ernesto Miranda Reina , 18,``who was the best mechanics student in the Institute ,' was Despicably and cowardly shot in the back when he was about to approach his house in Western San Salvador on 22 August . father Coro accused the``Atlacatl""Battalion soldiers, particularly an officer,``a lieutenant, Sergeant, or Whomever ,""who later attempted to distort the event by stating that the young student was a``rebel""because he wore rebel boots and had a rebel book . The Salesian priest, who has lived in this central American country for the past 16 years, said that the student was returning home after working on his thesis as he was to graduate this year . The student wore the school's uniform, had his identification papers, and carried a book on religion that showed Jesus Christ with a beard on its cover . father Coro stated that since it was not enough to kill an innocent young man who was an honor student, the soldiers had started to keep a watch on the Institute, to stop students to Harrass them mentally by asking them if they knew Miranda Reina, to place a Checkpoint in front of the murdered student's home, and other similar measures . He added that if these measures are not stopped, the Salesian community in El Salvador will protest to the military high command . father Coro stated that the Salesian community feels affected by these actions as their schools have always educated the young so that they can earn a Livilihood and that these measures--possibly ordered by Mid-Level commanders--hinder their activities and causes instability in the student body that does not promote educational advancement."
411,DEV-MUC3-0412,GUATEMALA CITY,1989-09-01,"Two bodies, new victims of the Guatemalan violence, were found today shot to death in the United Nations Park, about 22 km south of Guatemala city . Both bodies bore signs of having been tortured, their hands tied behind their backs, with a coup de grace shot through their foreheads . Despite numerous people having visited the morgue to try to locate missing relatives, the bodies had not been identified by this afternoon . At first it was thought they might be two of the seven kidnapped university students . Many messages have been addressed to the government demanding an immediate investigation . This afternoon, the Association of University students, trade unions, and members of the human rights group``mutual support group"", marched to demand from the government the Reappearence of the kidnapped . Meanwhile, the disappearance of another student has been reported . He is Hector Salvatierra, a national University student of journalism, bringing to eight the number of students kidnapped during the past few weeks."
412,DEV-MUC3-0413,BOGOTA,1989-09-02,"There has been a terrorist attack against El Espectador newspaper in Western Bogota . Yolanda Gomez and J.J. Pinilla report . According to a report we received a few minutes ago from the fire station, a truck bomb exploded inside a gas station next to the El Espectador newspaper installations, which is very close to the Bogota customs office . The blast caused great damage, and one or two buses were totally destroyed . It is estimated that the losses amount to several millions . There is a large deployment of police, firemen, and Ambulances here on 68Th Avenue near the El Espectador installations . According to the preliminary reports, it seems some people were injured inside the El Espectador building because some windows were broken due to the blast . announcer that is correct Yolanda, we have learned there are at least three injured inside the El Espectador installations due to the bomb explosion . As you reported, the police have confirmed a bomb exploded inside a vehicle parked at a gas station next to the El Espectador newspaper installations . please continue . The bomb exploded at the gas station on 68Th Avenue . The gas station is totally destroyed, nothing remains of the gas station, not even the gas station Billboard . We have called Lucia de Ojeda at the Bogota Red Cross . This is radio Cadena Nacional . could you please tell us about the names and the condition of the injured taken to the Red Cross . eight or nine people have arrived at the Red Cross--we do not have the exact number--including a woman . There is one dead person who has not been identified since he has no identification papers . So one person has died . Among the injured here are Heriberto Lopez Gonzalez , 53; Jaime Orlando Suarez , 24; Noralba Beltran , 23; Gloria Carranza , 25; Leon Alvaro Vitorino , 32; Daniel Mantilla , 26; Maritza Martinez , 38; Gladys Paez; Pedro Ortiz, Abel Portillo, and Carmen Rosa Gutierrez . You said there is one dead person . had he died before he arrived at the Red Cross or did he die at the Red Cross . He is a young man, who has no identification papers . do you have any reports on the injured? they are badly injured . Some are slightly injured but there are others badly injured . Thank you Mrs Ojeda."
413,DEV-MUC3-0414,BOGOTA,1989-09-02,"The so-called Extraditables have claimed responsibility for the attack on the newspaper El Espectador facilities in Bogota this morning . El Espectador President Luis Gabriel Cano said he received the phone call in which the group claimed responsibility for the attack . Meanwhile, there is confirmation of an attack on a property owned by the Cano family in Islas del Rosario . They burned a few vacation cabins at a small Islet I own on Rosario Island . have you calculated the losses caused by the attack on Rosario Island? no, I do not have specific data yet, because I have been unable to communicate with the people there . Fortunately, the Watchman on the property was unharmed . I was pleased to know that, because I was afraid for him . property can be replaced, but human lives cannot . While the losses caused on El Espectador were being estimated, various phone calls were received at the newspaper regarding the dynamite attack . On 3 September a reduced version of El Espectador newspaper will circulate . approximately 250,000 copies of El Espectador will circulate . We are making huge efforts to circulate tomorrow . Even if tomorrow's issue of our newspaper has only two or four pages, El Espectador will circulate on 3 September and will continue to circulate."
414,DEV-MUC3-0415,BOGOTA,1989-09-02,"Bogota Inravision television Cadena 2 broadcasts a series of reports, totaling about 10 minutes, on the 2 September bomb attack carried out against the facilities of the Bogota newspaper El Espectador . The first report begins by saying that the facilities of the newspaper El Espectador were the``target of a brutal terrorist attack in which many innocent people were injured .""the report adds that``today a truck bomb carrying almost 200 kg of dynamite went off at a large gas station located next to the facilities of the newspaper El Espectador . The attack is one of the most serious terrorist attacks conducted in Bogota in the last few months .""the next report says that``today's explosion caused a true hospital emergency in Bogota . One person was killed and 86 others injured, including 6 who were seriously injured as a result of the attack .""the report States that``the newspaper El Espectador was virtually paralyzed today, although its directors said that it will circulate tomorrow no matter what . Hernando Santos, chief editor of the Colombian newspaper El Tiempo, even offered workshops and rotary presses to assemble and print El Espectador if that were necessary .""the report continues that``losses of over 200 million pesos occurred as a result of the explosion in Western Bogota this morning . The newspaper El Espectador facilities were left as if they had been bombed .""the report adds that most of the interior was``visibly""destroyed and that there are cracks in the outer and inner walls of the building . The report includes recorded statements by El Espectador general manager Alfonso Cano who States that``El Espectador has followed a specific line for the last 102 years . that line will not change because we were the targets of a bomb attack or because its reporters are killed . We will circulate tomorrow even if we print a 2-Page newspaper .""Finally, the report concludes by saying that``in a few minutes the newspaper El Espectador directors will issue a communique on the attack in which they will express their rejection of these terrorist attacks . ''"
415,DEV-MUC3-0416,BOGOTA,1989-09-02,"The narcotics trafficking``Capos ,""those``Extraditable""to the United States,``are in Colombia; they have not sought refuge abroad ,""national police chief general Miguel Gomez Padilla told the press today .``I am sure that they are in Colombian territory . We have evidence to that effect ,""the General said, adding that the police``have an entire unit ready to be taken to any point of the country at a moment's notice""should any of the``Capos""be found . Some of the 12``Extraditables""-- Jorge Luis, Juan David, Fabio Ochoa, Pablo Escobar, Gonzalo Rodriguez Gacha, and Gilberto Rodriguez Orejuela--have been pointed out as being the kingpins of the CALI and Medellin narcotics trafficking groups . They are responsible for exporting 80 percent of the cocaine used in the United States . Although he admitted that the police do not have``exact information ,""Gen Gomez Padilla pointed out that many of the documents seized in the last 2 weeks from the narcotics trafficking organizations--inventories, accounts, and property titles --""allow us to progress in our campaign against the narcotics trafficking networks .""the police chief added that``the police are carefully evaluating the documents seized . No political or public figure has been found to be involved with narcotics trafficking as a result of these papers ,""he said, but he admitted that bribery is one of the most important``elements of Destabilization""that the multimillionaire cocaine Mafias use . Gen Gomez Padilla admitted that the police Department has also been the victim of bribery cases .``Thank God there are only a few cases, just four or five ,""but these have been detected in time and those found have been punished . He also said that``We have had some exemplary men who have given their lives for their professional work .""in the last 3 years , 1,300 policemen have been killed while working on cases related to narcotics trafficking, Gomez Padilla reported . He also admitted he himself has received death threats . Miguel Gomez Padilla stressed before the foreign press that``Colombia is a sovereign nation that has a very qualified and professional armed forces ,""and that in order to fight narcotics terrorism``We do not need foreign forces .""with this remark, Gen Gomez again rejected the possibility that the United States might send troops to fight the narcotics trafficking groups in Colombian territory .``the fact we need equipment and technological support is something else ,""the police chief said, adding that``We welcome any amount of money .""Gomez Padilla pointed out that``as never before, the Army, the secret agents, and the police are truly Comitted to the struggle and have assigned 80,000 units to fight directly or indirectly against narcotics trafficking .""as of 18 August, when the government launched its most recent offensive against narcotics trafficking and adopted measures that included Extraditon, the production and marketing of cocaine``has nearly stopped ,""Gomez Padilla said . The general stated that the narcotics traffickers are seeking new marketing routes and new border areas to install the cocaine refining laboratories . He added the Colombian topography--mountainous and with very dense jungles--conceals the narcotics traffickers and their installations,``But sooner or later we are going to find them; they cannot hide forever . ''"
416,DEV-MUC3-0417,TAIPEI ,1989-09-04,"The Presidents of the Republic of China and the Republic of Guatemala jointly denounced terrorists and Drug-Pushers as``two major Pollutions of the world""Monday . in a joint communique they signed before Guatemalan President Marco Vinicio Cerezo Arevalo concluded his Six-Day visit here, the two heads of state reiterated their determination to promote world peace and international Co-Prosperity . President Cerezo and president Li Teng-Hui signed on the communique in Taipei Monday morning . The Guatemalan Presidential entourage left for home in the afternoon . The communique said the world countries should respect each other's national sovereignty, respect their people's freedom of choice, and refrain from Intefering with domestic affairs of other countries . every country's foreign policy should also be governed by the principles of peaceful solutions to disputes, not invading others' territories, and respecting the sovereignty of natural resources of individual countries, said the communique . Cerezo and Li expressed concern over armaments and international disputes which might aggravate tension in the world . They also``strongly denounced""all terrorist actions and planting and pushing of drugs, saying the two are``major Pollutions of the world .""the two Presidents pointed out that peace efforts reaffirmed by five central American Presidents in three recent Summits to promote mutual respect and peaceful co-existence are``extremely important .""the Roc and Guatemalan Presidents said they were satisfied with the successful development of bilateral ties, reaffirming their resolute determination to continue and strengthen various cooperative programs between the two nations . their joint review of implementation of various treaties and accords between the two countries concluded that these bilateral agreements have formed a broad base for them to consolidate their respective Democratic development, according to the communique . President Cerezo thanked President Li for the Roc's financial, agricultural, industrial and technological Assistances to Guatemala . The two said these cooperative projects should continue . The two heads of state also expressed satisfaction over increasing exchanges of visits by government officials which have successfully promoted economic cooperation between the two countries . They agreed that such exchanges and economic cooperation should continue in order to boost mutual friendship and benefit their peoples . Recognizing cultural and sports exchanges' contribution to consolidating bilateral friendship and promoting peace, the two Presidents agreed to strengthen the exchanges by increasing invitations and quota for scholarships . Cerezo in the meantime Cordially invited President Li to visit Guatemala . The latter accepted the invitation with great pleasure, and asked their staffs to arrange the details . During his stay here, Cerezo has been warmly and courteously welcomed and treated . He has also been conferred an Oder of the highest honor to a civilian leader . before his departure, he gave a press conference to talk about his visit."
417,DEV-MUC3-0418,BOGOTA,1989-09-04,"Medellin--an bombing attack attack on 3 August occurred at a branch of Banco popular, at the intersection of 49th Avenue and 50th street, Itagui municipality, to the South of Aburra valley . five individuals were injured, and severe structural damage occurred . The injured were 19-Year-Old Robinson Ramirez , 30-year-old Roberto Arcesio Pabon, and 40-year-old Hugo Morales, and two other unidentified individuals who were treated at Itagui's San Rafael hospital and other hospitals in Antioquia Department's capital . an official report States that the blast completely destroyed the bank facilities and caused severe damage to nearby businesses and several area residences . It is worth noting that this new attack was carried out a few minutes before the 5th day of a Curfew, which was ordered on 30 August by the municipal government . In ordering a Curfew, the municipal government followed the example of Medellin Mayor Juan Gomez Martinez."
418,DEV-MUC3-0419,BOGOTA,1989-09-04,"Two people were killed and 12 were wounded today, including 3 members of the Antioquia police, in an attack at the Jose Maria Cordoba airport in Rionegro . Several men traveling in two vehicles arrived at the airport's main entrance at 0715 during the usual morning rush hour . one of them, wearing Colombian Army fatigues, got out of a red Renault and Indiscriminately opened fire on the people who were undergoing routine searches at the airport entrance . One person was killed, and 12 were wounded . The airport security police then killed the attacker . There was General chaos at the airport, a situation that could have caused a greater tragedy . The motives and the identities of those responsible for the new violence are so far unknown . in a last minute report, we have learned that an explosive device was also Defused in the Jose Maria Cordoba Aiport in Rionegro."
419,DEV-MUC3-0420,BOGOTA,1989-09-04,"A C-123 Hercules plane has been dynamited in Monteria . According to the Das, the airplane belongs to the drug enforcement agency . The plane had been flying to CALI last week, but it had to land at the Los Garzones airport, located 10 minutes from Monteria, after developing mechanical difficulties . The C-123 Hercules plane was dynamited by drug trafficking gangs as it sat in a dark section of the Los Garzones airport of Monteria . airport sources said the gray plane had been in route to CALI last week, but its crew had to leave it in Monteria because of its mechanical defects . The powerful dynamite charge was placed underneath the plane . The explosion destroyed a large part of the cabin, instrument panel, and controls . The explosion occurred during a heavy downpour . The authorities reported that there were no casualties . The airplane was under special protection, but the guards were inside the airport when the explosion occurred . only the airport personnel and civil Aeronautics watchmen were at the terminal when the explosion occurred."
420,DEV-MUC3-0421,MOSCOW ,,"Fully aware of our responsibility and the magnitude of the challenge, the Pcch and the leftist sector, as part of the opposition, will spare no sacrifice to secure an important victory by electing Patricio Aylwin president of the Republic and establishing a decisive majority in Congress for the opposition, including the United left and the Pais . in our opinion, said Volodia Teitelboim, this is not just an electoral campaign . We do not see it as separate from the social mobilization carried out by people burdened by hundreds of daily problems, a mobilization to recover their rights to food, jobs, health, housing, and education--to a way of life worthy of human beings . five or six million hungry and poor Chileans is a scandal, and they deserve a share of the wealth of those who took over the country's government . We need to demand and defend the respect for life that has not been guaranteed during these past 16 years in our Fatherland . a single day does not go by without a defender of freedom becoming a victim of the regime's repressive apparatus . The Communist representative added: We want peace for Chile . We want the deadly violence and terrorism unleashed on 11 September 1973 to end once and for all . The Chilean dilemma continues to be democracy or dictatorship, liberty or tyranny, perpetuation in power or a new life . Volodia Teitelboim has indeed made a call to get organized, to unite, and to convince . The perpetuation of power is now called Hernan Buchi . We must all unite to defeat Pinochet . Buchi is his man . Teitelboim pointed out that the people did not make a mistake . They just had to change a letter of Buchi's propagandistic slogans to restore the truth: Buchi is not the man; rather, he represents hunger . in its 15th Congress the Pcch made a call to defeat the minister who has made millions of people poor, the minister who has now become a Demagogue and is promising the moon and an unrealistic world for the people; that is, the minister who is promising everything he failed to accomplish in his years as Minister . Buchi's insincere promises are surpassed only by another talkative presidential candidate of the regime: Mr Errazuriz . Volodia Teitelboim then added: in order to guarantee the victory of democracy, it is necessary to organize the United forces of all those who hope for liberty . We hereby call for the creation of millions of Commandos for democracy and broad committees across the country to display initiatives, encourage imagination, and form caravans of people who will give explanations from door to door and from person to person, implementing a fervent and overwhelming dynamic capable of changing Chile on 14 December 1989 . our people have always played an outstanding role in the crucial crossroads of the 20th century . They are playing it now, fighting wholeheartedly, convinced that the victory of democracy will represent a significant step toward respecting human rights, an emphatic and righteous no to impunity, and a substantive yes to liberty for all political prisoners and to the dissolution of the CNI . The outstanding Communist leader and intellectual said that these are days for generosity and spiritual grandeur . seeking democracy, we are shaking hands with all those with whom we have had disagreements in the past . We want to emphasize this . Although we are motivated by different political concepts, this is a creative time for a common denominator, joint actions, and for everyone to lend a hand . If the opposition marches United toward 14 December, it will achieve a overwhelming victory that will be registered in Chilean history as a golden date of extraordinary significance . such a victory will finally restore a right that has repeatedly been requested and violated: the right to rejoice and to trust in the future with the certainty that no one will slip unnoticed through the shadows of the night to kill a Chilean with impunity . The people, added Volodia Teitelboim, are beginning to paint the walls with a slogan: the people win, the dictatorship is over . The dictatorship will end and the people will win . If we win in 14 December and Doubtlessly we will, and if we--always acting in unison--immediately spoil Pinochet's plans, we will then the President of the President or the perpetual boss . the top leader of Chilean Communists warned that the dangers and difficulties demand that we remain alert and work even harder . We must bury all attempts by the general and his Faithfuls to stop or reverse Chile's progress toward new horizons . Volodia Teitelboim pointed out that Patricio Aylwin, during a meeting at the opening ceremony for the Christian left party offices, expressed his desire to be able to implement a truly democratic government that will make all Chileans active again in democratic life . This purpose reflects the sentiments of a vast majority of the people who want to turn the bloody page of the dictatorship and put an end to political and social neglect and to the divisions between humans, between Pariahs and privileged ones, and between first-class, second-class, or Third-Class people, where some enjoy every right while others are denied even the right to live . in his speech over a partial radio network, the Pcch Secretary General said: We dream about and strive for a Chile without missing people, without executed people, without burned youths, without political prisoners, without exiles--a Fatherland of equals among equals."
421,DEV-MUC3-0422,BOGOTA,1989-09-04,"Officials from Colombia's Avianca airline denied reports today that a bomb had been found and Defused inside one of its airplanes in the city of Medellin . This report is related to the``war""that the Drugtrafficking mafia has declared on the country, a war that has been intensified in recent hours . According to the report, police Anti-Explosive experts Defused a powerful charge of dynamite found in an Avianca 727 plane that arrived in Medellin from Pereira with 180 passengers aboard . The report, broadcast by a television news program after having been confirmed by a civil Aeronautics official, stated that the bomb was found by the plane's crew members after they detected a heavy smell of powder shortly after landing . This situation, which has been blamed on the``nervousness""the country is experiencing, took place only a few hours after a man dressed in a camouflage military uniform killed 1 person and wounded 13 others with a machinegun at Medellin's Jose Maria Cordoba International Airport . The killer, whose possible ties with Drug-Trafficking organizations are being investigated by the authorities, fired Indiscriminately on people waiting in line for their tickets to Bogota, according to witnesses."
422,DEV-MUC3-0423,MEDELLIN,1989-09-04,"A new terrorist action shook Medellin in northwestern Colombia this evening when two men riding on a Motorcycle threw an explosive device at a police post located in the exclusive suburb of El Poblado . Miraculously, the three policemen and two civilians who were inside escaped injury . The post, known as an immediate attention center, which plays the role of a police control post, was destroyed by the explosion of the device . Three policemen and two civilians were inside the post, which was not fully operational because it had not been completely built, but managed to escape . one of the policemen told AFP that they saw two men on a Motorcycle swiftly passing by the cai and then throwing a red plastic bag . The three policemen and the two civilians managed to run a few meters down the street before the device exploded . Although the device's power has yet to be established by experts, the detonation was strong enough to destroy the structure, measuring approximately 11 square meters . precisely 1 month ago the same cai had been destroyed when its walls were being constructed . a woman who passed through the area at the time of the attack was not injured either, even though her vehicle sustained considerable damage, particularly the windows, which were destroyed . The new terrorist action occurred 12 hours after a man was involved in a spectacular Shoot-Out at the Jose Maria Cordoba airport in Medellin, where the gunman and a young man died and 10 persons were wounded, including three policemen . The cai's destruction occurred 4 hours after the beginning of the Curfew, imposed by Mayor Juan Gomez Martinez 6 days ago in an attempt to curtail the terrorist actions which have shaken the city, birthplace of the Medellin drug cartel."
423,DEV-MUC3-0424,BOGOTA,1989-09-05,"The defense Ministry has reported that a group of unidentified individuals today killed Angela de Guerrero, wife of Colonel Carlos Guerrero of the administration and logistics Department of the armed forces general command, in northern Bogota . According to a military report, Angela de Guerrero was waiting for a relative in front of a supermarket when she was shot from a moving vehicle . a police operation is now being carried out in search of the criminals."
424,DEV-MUC3-0425,SANTIAGO,1989-09-05,"Police sources have confirmed that Jecar Antonio Neghme Cristi , 28, political leader of the movement of the revolutionary left, Mir, died instantly last night when he was hit by 12 bullets fired from 2 different weapons in an attack that occured while he was walking home from his party office . Some documents were found at the scene of the crime . one of the leaflets found stated: killed for betraying the revolutionary struggle and the people . yellow and bourgeois . According to the investigators, Neghme's body received 18 bullet wounds, caused by 12 direct hits . The attack was carried out by a group of armed individuals in a moving car . nothing is known about the attackers . Carabineros personnel went to the scene of the crime after receiving a telephone call . Homicide experts from the civilian police arrived a little later . They immediately conducted the appropriate investigations where the Mir spokesman was gunned down . Neghme was killed some 50 meters from the Bernardo O'Higgins promenade, at 10 West Bulnes street . the street is poorly illuminated . It is believed that there were no Eyewitnesses of the crime . According to police sources, two automatic weapons were used; one a 7.65-Mm and the other a 9-Mm . The police added that Neghme was not carrying a weapon . A briefcase found near his body contained some speeches and a book on Chilean history."
425,DEV-MUC3-0426,SAN SALVADOR,1989-09-05,"A Salvadoran government Commission will meet with leftist rebels before 15 September in a preliminary dialogue to end almost 10 years of civil war, it was reported today by a High-Ranking official . President Alfredo Cristiani will announce on 7 September the creation of a Commission and the date and place of the talks with the Farabundo Marti National liberation front representatives, it was stated by Communications Minister Mauricio Sandoval .``the meeting will be held before 15 September ,""Sandoval told Reuter . Sandoval's statements were given after Fmln commander Ana Guadalupe Martinez said today in Mexico city that the rebels had accepted a government proposal to hold talks before 15 September, the anniversary of El Salvador's independence .``We think that the meeting could be held in Mexico city, and on 7 September we will announce a series of measures to facilitate the dialogue""-- the first between Cristiani's right-wing government and the Fmln, Martinez said in a news conference . She did not rule out the Declaration of an unilateral cease-fire .``perhaps yes, perhaps no ,""Martinez answered when asked about it . Sandoval said that the talks could be held in Costa Rica or Mexico .``It is almost sure that the talks will be held in Mexico ,""he said . Sandoval said that the progress achieved toward the talks was proof of the pledge assumed by the government which was sworn in on 1 June to solve a conflict which has cost El Salvador more than 70,000 lives .``specific steps are being taken in the search for peace ,""he said . government officials have emphasized that the first round of talks will probably prepare the groundwork for future, more substantial, talks . Sandoval did not say who would comprise the government's dialogue Commission but officials had previously said that the armed forces and the church would not be represented--a previous Fmln demand .``We accept that the government Commission that will attend the dialogue be composed as the government wants ,""commander Martinez said today .``We believe it is negative for the Army not to participate in a dialogue where the war will be discussed . It will be a mistake for the military not to attend the meeting .""vice president Francisco Merino told reporters on 4 September that the armed forces--and the opposition political parties--would be included in what he described as a``support Commission""that would play an advisory role in the talks . Three rounds of talks between the Fmln and President Jose Napoleon Duarte's Christian Democratic government, which concluded its term on 1 June, failed to achieve progress toward the solution of a Civil War . today's announcement of a peace dialogue occurred amid fierce clashes between government troops and rebels in several parts of El Salvador . a major clash occurred in Eastern Morazan Department, where the rebels killed 14 soldiers and 2 officers . The Armed Forces also said they had caused``numerous""rebel casualties during a clash which occurred near Chilanga, but they failed to provide exact figures."
